Category,Brand,Description,Keyword,UPC,MSRP,Quantity,SKU,Color,Size,StyleNumber,StyleName,ParentCategory,Processed_Description,Category_Encoded,Predicted_Category
Clothing - Winter - Outerwear - Mens,Quiksilver,Quiksilver - Tamarack Jacket - Navy Blazer - M's Large,Quiksilver,194476017621,239.95,0,TAM21147765L,Navy Blazer,Large,EQYTJ03269,TAMARACK JK,Clothing ,"['quiksilver', 'tamarack', 'jacket', 'navy', 'blazer', ""'s"", 'large']",55,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quiksilver - Youth Estate Snowpant - Mineral Yellow - XS/8,Quiksilver,197095014705,109.95,0,YOU455456078,Mineral Yellow,XS/8,EQBTP03051-YKM0,ESTATE YTH PT SNPT YKM0,Clothing ,"['quiksilver', 'youth', 'estate', 'snowpant', 'mineral', 'yellow', 'xs/8']",54,Clothing - Winter - Outerwear - Kids
X-Country Hardgoods - Poles,Fischer,Fischer - BC Offtrack XC Pole - Asphalt Black - 150,Fischer,9002972674983,50.0,0,BCO258776060,Asphalt/Black,150,OZ45221,BC OFFTRACK,Cross Country,"['fischer', 'bc', 'offtrack', 'xc', 'pole', 'asphalt', 'black', '150']",107,
Clothing - Winter - Belts,Armada,Armada - Stage Suspenders - Camo - OSFA,Armada,842339164219,44.95,0,STA23365656A,Camo,OSFA,R00426040,Stage Suspenders,Clothing ,"['armada', 'stage', 'suspenders', 'camo', 'osfa']",52,"Accessories - Winter - Hats, Hoods, Collars"
Clothing - Shoes - Mountain,FIVE TEN,FIVE TEN FREERIDER PRO SHOE - BLACK/CLOUD WHITE - M'S 11,FIVE TEN,194814248670,150.0,1,FRE328723211,"Cblack,Ftwwht,Ftwwht",11,FW2822,FREERIDER PRO,Clothing ,"['five', 'ten', 'freerider', 'pro', 'shoe', 'black/cloud', 'white', ""'s"", '11']",38,Clothing - Shoes - Mountain - Mens
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Standard MTE Snow Boots - Dachshund/Jungle Green - W's 8.5,Vans,195440309865,160.0,0,FST403751237,(A1a) Dachshund/Jungle Green,8.5,VN0A5JI1A1A,F STANDARD SNOW MTE,Accessories ,"['vans', 'standard', 'mte', 'snow', 'boots', 'dachshund/jungle', 'green', 'w', ""'s"", '8.5']",11,
"Accessories - Winter - Hats, Hoods, Collars",Coal,Coal - MTF Microfleece Gaiter - Slate - OSFM,Coal,840056908864,22.0,0,COA33140011M,Slate,OSFM,2202674,MTF Gaiter,Accessories ,"['coal', 'mtf', 'microfleece', 'gaiter', 'slate', 'osfm']",18,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Old Skool Crib Shoes - Black/White - 4.0,Vans,191479868403,30.0,0,IOL318923284,(6Bt) Black/True White,4,VN0A3U8K6BT,I OLD SKOOL CRIB,Accessories ,"['vans', 'old', 'skool', 'crib', 'shoes', 'black/white', '4.0']",11,Accessories - Winter - Apres & Casual Footwear
"Accessories - Winter - Hats, Hoods, Collars",Armada,Armada - Harlem Multi Tube - Fatigue - OSFA ,Armada,842339182145,14.95,0,HAR26137029A,Fatigue,OSFA,R00425,Harlem Multi Tube,Accessories ,"['armada', 'harlem', 'multi', 'tube', 'fatigue', 'osfa']",18,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Old Skool Crib Shoes - Black/White - 2.0,Vans,191479868366,30.0,0,IOL317163562,(6Bt) Black/True White,2,VN0A3U8K6BT,I OLD SKOOL CRIB,Accessories ,"['vans', 'old', 'skool', 'crib', 'shoes', 'black/white', '2.0']",11,
Clothing - Winter - Outerwear - Mens,Armada,Emmons 3L Bib Pant Black Medium,Armada,842339159956,289.95,0,EMM26944788M,Black,Medium,R00364010,Emmons 3L Bib Pant,Clothing ,"['emmons', '3l', 'bib', 'pant', 'black', 'medium']",55,
Clothing - Shorts & Bibs - Womens,Endura,Endura - Singletrack Liner Short - Black - W's S,Endura,5055939996851,69.9899,0,WMS271821S,Black,S,E3198BK,Women‚Äôs SingleTrack Liner Short,Clothing ,"['endura', 'singletrack', 'liner', 'short', 'black', 'w', ""'s""]",43,
Clothing - Shoes - Street and Casual,Salomon,Salomon - X Ultra 4 Mid GTX Black Shoe - M's 13,Salomon,193128519315,165.0,0,XUL187548615,Black,13,L41383400,X ULTRA 4 MID GTX,Clothing ,"['salomon', 'x', 'ultra', '4', 'mid', 'gtx', 'black', 'shoe', ""'s"", '13']",41,
Accessories - Summer - Clothing - Gloves ,Dakine,Dakine - Covert Glove - Black/Tan - L,Dakine,194626399188,30.0,0,COV20753093L,Black / Tan,L,10003477,COVERT GLOVE,Accessories ,"['dakine', 'covert', 'glove', 'black/tan', 'l']",2,
Clothing - Winter - Outerwear - Mens,Quiksilver,Quicksilver - Utility Shell Bib Snow Pants - Tannin - M's L,Quiksilver,194476694846,229.95,0,UTI26223578L,Tannin,L,EQYTP03153-CLD0,UTILITY BIB M SNPT CLD0,Clothing ,"['quicksilver', 'utility', 'shell', 'bib', 'snow', 'pants', 'tannin', ""'s"", 'l']",55,
X-Country Hardgoods - Boots,Salomon,Salomon - R/Prolink Skating/Classic Nordic Boots - Black - 9,Salomon,889645664644,220.0,0,RPR107094685,Black,9,L40555400,R/PROLINK,Cross Country,"['salomon', 'r/prolink', 'skating/classic', 'nordic', 'boots', 'black', '9']",106,
Accessories - Winter - Socks,Stance,Stance - LVSW Sock - Black - M,Stance,190107559515,24.99,0,LVS11936358M,BLACK,M,A758D23LVS,LVSW,Accessories ,"['stance', 'lvsw', 'sock', 'black']",20,
Clothing - Shoes - Mountain - Womens,FIVE TEN,FIVE TEN - FREERIDER PRO SHOE - BLACK/WHITE/MINT - W'S 7.5,FIVE TEN,194814160477,150.0,0,FRE32879427,Core Black/White/Acid Mint,7.5,FX4453,FREERIDER PRO W,Clothing ,"['five', 'ten', 'freerider', 'pro', 'shoe', 'black/white/mint', 'w', ""'s"", '7.5']",40,Accessories - Winter - Gloves & Mittens
Accessories - Winter - Socks,Burton,Women's Performance  Midweight Sock Hibiscus Pink Sm,Burton,190450959154,28.95,0,WOM44911570M,Hibiscus Pink,S\M,100671,Women's Performance + Midweight Sock,Accessories ,"['women', ""'s"", 'performance', 'midweight', 'sock', 'hibiscus', 'pink', 'sm']",20,
Accessories - Winter - Baselayers - Kids,Terramar,Terramar - K PANT FROSTED MOUNTAIN L,Terramar,721357485080,35.0,2,TER29577198L,FROSTED MOUNTAIN,L,W7539,K PANT,Accessories ,"['terramar', 'k', 'pant', 'frosted', 'mountain', 'l']",14,
Snowboard Hardgoods - Boots - Women,Burton,Burton - Limelight Step On Snowboard Boots - Black - W's 8,Burton,193177358231,324.95,0,WOM416605298,Black,8,172881,Women's Limelight Step On® Snowboard Boots,Snowboard Hardgoods ,"['burton', 'limelight', 'step', 'snowboard', 'boots', 'black', 'w', ""'s"", '8']",104,
Clothing - Shoes - Street and Casual,Salomon,Salomon - XA Pro 3D V8 GTX - Ebony/Caramel Cafe - M's  10,Salomon,193128217600,150.0,4,XAP181703770,Ebony,10,L40989200,XA PRO 3D v8 GTX,Clothing ,"['salomon', 'xa', 'pro', '3d', 'v8', 'gtx', 'ebony/caramel', 'cafe', ""'s"", '10']",41,
Accessories - Winter - Gloves & Mittens,Dakine,Bronco Gore-Tex Glove Spice  Black Xl,Dakine,610934360776,70.0,0,BRO30523275L,Spice / Black,XL,10003131,BRONCO GORE-TEX GLOVE,Accessories ,"['bronco', 'gore-tex', 'glove', 'spice', 'black', 'xl']",16,
Accessories - Summer - Clothing - Gloves ,Dakine,Dakine - Women's Covert Bike Glove - Sage/Moth - S,Dakine,194626399003,30.0,0,WOM26873099S,Sage Moth,S,10003476,WOMEN'S COVERT GLOVE,Accessories ,"['dakine', 'women', ""'s"", 'covert', 'bike', 'glove', 'sage/moth']",2,
Accessories - Winter - Gloves & Mittens,Dakine,Kodiak Gore-Tex Glove Black L,Dakine,610934239171,130.0,0,KOD24964151L,Black,L,10002005,KODIAK GORE-TEX GLOVE,Accessories ,"['kodiak', 'gore-tex', 'glove', 'black', 'l']",16,
Snowboard Hardgoods - Bindings - Women,Union,Union - Trilogy Snowboard Binding - Pink W's  S,Union,810033085864,279.95,0,TRI1177635S,Pin,S,3211104,Trilogy,Snowboard Hardgoods ,"['union', 'trilogy', 'snowboard', 'binding', 'pink', 'w', ""'s""]",96,
Ski Hardgoods - Boots - Men,Salomon,Salomon - S/Pro 120 Ski Boots - Petrol Blue/Race Blue/Acid Green - M's 26.5,Salomon,889645994581,800.0,0,SPR373327745,Petrol Blue,26.5,L40873500,S/PRO 120,Ski Hardgoods ,"['salomon', 's/pro', '120', 'ski', 'boots', 'petrol', 'blue/race', 'blue/acid', 'green', ""'s"", '26.5']",85,
Accessories - Summer - Protective Wear,Dakine,Dakine - Slayer Pro Knee Pad - Black - XL,Dakine,610934324877,75.0,2,SLA23967538L,Black,XL,10002775,SLAYER PRO KNEE PAD,Accessories ,"['dakine', 'slayer', 'pro', 'knee', 'pad', 'black', 'xl']",7,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Excursion Gore-Tex Glove - Women's - Black - L,Dakine,610934368024,105.0,0,WOM38968230L,Black,L,10003193,WOMEN'S EXCURSION GORE-TEX SHORT GLOVE,Accessories ,"['dakine', 'excursion', 'gore-tex', 'glove', 'women', ""'s"", 'black', 'l']",16,Accessories - Winter - Gloves & Mittens
Snowboard Hardgoods - Boots - Men,Thirty Two,Thirty Two - TM-2 Double BOA Snowboard Boots - Black - M's 10,Thirty Two,194691356901,419.95,0,TM2215238510,BLACK,10,8105000491,TM-2 DOUBLE BOA '22,Snowboard Hardgoods ,"['thirty', 'two', 'tm-2', 'double', 'boa', 'snowboard', 'boots', 'black', ""'s"", '10']",103,
X-Country Hardgoods - Skis,Fischer,Fischer - Spider 62 Crown Mounted BC XC Ski - 189CM,Fischer,9002972373022,339.0,0,SPI25786169,Silver,189,NV50518,SPIDER 62 CROWN MOUNTED BC,Cross Country,"['fischer', 'spider', '62', 'crown', 'mounted', 'bc', 'xc', 'ski', '189cm']",108,
Ski Hardgoods - Boots - Men,Salomon,Spro 100 Petrol Blue Black Palekaki 1010.5,Salomon,889645995649,675.0,0,SPR359712385,Petrol Blue,10/10.5,L40873800,S/PRO 100,Ski Hardgoods ,"['spro', '100', 'petrol', 'blue', 'black', 'palekaki', '1010.5']",85,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Excursion Gore-Tex Short Glove - Black - S,Dakine,610934238952,105.0,1,EXC32435898S,Black,S,10002007,EXCURSION GORE-TEX SHORT GLOVE,Accessories ,"['dakine', 'excursion', 'gore-tex', 'short', 'glove', 'black']",16,
Clothing - Jerseys,Oakley,Oakley - Maven RC SS JERSEY - Black Frog - S,Oakley,193517713997,70.0,0,MAV25712737S,BLACK FROG,S,FOA404400,Maven RC SS JERSEY,Clothing ,"['oakley', 'maven', 'rc', 'ss', 'jersey', 'black', 'frog']",31,
Accessories - Winter - Gloves & Mittens,Burton,Women's Profile Under Mitten Dress Blue S,Burton,193177014540,39.95,0,WOM34707249S,Dress Blue,S,103931,Women's Profile Under Mitten,Accessories ,"['women', ""'s"", 'profile', 'mitten', 'dress', 'blue']",16,
Winter Demo,Salomon,DEMO Binding - Salomon Warden MNC 11 - Black/White - 100,Salomon,889645675428,240.0,1,WAR267663910,Black,L100,L4050810020,NR WARDEN MNC 11 DEMO,Winter Demo,"['demo', 'binding', 'salomon', 'warden', 'mnc', '11', 'black/white', '100']",105,
Ski Hardgoods - Boots - Women,Head-Tyrolia,Head- Edge Lyt 80 W Ski Boots - White/Copper - 23.5,Head-Tyrolia,792460626653,500.0,0,EDG237302175,White/Copper,235,609255,EDGE LYT 80 W  WHITE / COPPE,Ski Hardgoods ,"['head-', 'edge', 'lyt', '80', 'w', 'ski', 'boots', 'white/copper', '23.5']",86,
"Accessories - Winter - Hats, Hoods, Collars",Coal,Coal - Frena Thick Knit Cuff Beanie - Dirt Brown Stripe - OSFM,Coal,840056920606,24.0,0,FRE12773062M,Dirt Brown Stripe,OSFM,2202079,Frena,Accessories ,"['coal', 'frena', 'thick', 'knit', 'cuff', 'beanie', 'dirt', 'brown', 'stripe', 'osfm']",18,
Clothing - Jerseys,Oakley,Oakley Maven RC SS JERSEY - BLACK FROG - L,Oakley,193517713973,70.0,1,MAV25448157L,BLACK FROG,L,FOA404400,Maven RC SS JERSEY,Clothing ,"['oakley', 'maven', 'rc', 'ss', 'jersey', 'black', 'frog', 'l']",31,
Ski Hardgoods - Skis - Women,Salomon,Salomon - N Stance W 88 Ski - W's 154,Salomon,193128297633,725.0,0,NST186023294,Black,154,L41137400154,N STANCE W 88,Ski Hardgoods ,"['salomon', 'n', 'stance', 'w', '88', 'ski', 'w', ""'s"", '154']",91,
Snowboard Hardgoods - Boots - Women,Vans,Vans - Encore Pro Snowboard Boots - Grey/Marshmallow - W's 8.5,Vans,195441330899,289.99,0,WEN302683105,(0Bp) Gray/Marshmallow,8.5,VN0A3TFQ0BP,W ENCORE PRO,Snowboard Hardgoods ,"['vans', 'encore', 'pro', 'snowboard', 'boots', 'grey/marshmallow', 'w', ""'s"", '8.5']",104,Snowboard Hardgoods - Boots - Men
Clothing - Jerseys - Mens,Endura,Endura - GV500 Foyle Tech Tee - Olive Green - XL,Endura,5055939999524,79.9899,0,GV519246575L,Olivegreen,XL,E5084GO,GV500 Foyle T,Clothing ,"['endura', 'gv500', 'foyle', 'tech', 'tee', 'olive', 'green', 'xl']",32,
Accessories - Winter - Bags,Dakine,Dakine - Heli Pack Backpack - Cascade Camo - 12L,Dakine,194626409405,80.0,0,HEL30508966O,Cascade Camo,OS,10003261,HELI PACK 12L,Accessories ,"['dakine', 'heli', 'pack', 'backpack', 'cascade', 'camo', '12l']",12,Accessories - Winter - Bags
Clothing - Winter - Outerwear,Obermeyer,Tuscany II Jacket White 10,Obermeyer,888555775679,279.0,0,TUS22695270,White,10,11225,Tuscany II Jacket,Clothing ,"['tuscany', 'ii', 'jacket', 'white', '10']",53,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Storm Liner T2 - Women's - Gingerbread/Black - M,Dakine,194626502762,30.0,2,DAK41254299M,GINGERBREADBLACK,M,10000728,DAKINE WOMENS STORM LINER T2,Accessories ,"['dakine', 'storm', 'liner', 't2', 'women', ""'s"", 'gingerbread/black']",16,
Ski Hardgoods - Poles,Line Skis,Line - Pollards Paintbrush Expandable Ski Poles - Black Out,Line Skis,886745887256,89.95,0,POL29712571Z,Black Out,1SZ,A2002001010,POLLARDS PAINTBRUSH,Ski Hardgoods ,"['line', 'pollards', 'paintbrush', 'expandable', 'ski', 'poles', 'black']",87,
"Accessories - Winter - Hats, Hoods, Collars",Coal,Coal - Fjord Nordic Pom Beanie - Dark Green - OSFM,Coal,840056920798,32.0,0,FJO12511509M,Dark Green,OSFM,2202713,Fjord,Accessories ,"['coal', 'fjord', 'nordic', 'pom', 'beanie', 'dark', 'green', 'osfm']",18,
Accessories - Winter - Gloves & Mittens,Dakine,Excursion Gore-Tex Short Glove - Steel Grey - Xl,Dakine,194626418704,105.0,0,EXC37612862L,Steel Grey,XL,10002007,EXCURSION GORE-TEX SHORT GLOVE,Accessories ,"['excursion', 'gore-tex', 'short', 'glove', 'steel', 'grey', 'xl']",16,Accessories - Winter - Gloves & Mittens
Accessories - Summer - Clothing - Gloves ,DAKINE,Dakine - Covert Glove - Evolution - M,DAKINE,194626485850,32.0,0,COV21806576M,EVOLUTION,M,10003477,COVERT GLOVE,Accessories ,"['dakine', 'covert', 'glove', 'evolution']",2,
Accessories - Winter - Goggles,Smith Optics,I/O MAG XL Lapis Brain Waves ChromaPop Everyday Green Mirror OS,Smith Optics,716736828145,270.0,0,IOM52248922S,Lapis Brain Waves | ChromaPop Everyday Green Mirror,OS,M00713,I/O MAG XL,Accessories ,"['i/o', 'mag', 'xl', 'lapis', 'brain', 'waves', 'chromapop', 'everyday', 'green', 'mirror', 'os']",17,
Ski Hardgoods - Boots - Women,Salomon,Salomon - S/Pro 90 W Ski Boot - Black/Belluga/Golden - 25-25.5 ,Salomon,889645995038,675.0,0,SPR283899305,Black,25.5,L40875800,S/PRO 90 W CH,Ski Hardgoods ,"['salomon', 's/pro', '90', 'w', 'ski', 'boot', 'black/belluga/golden', '25-25.5']",86,
Clothing - Winter - Street Wear - Mens,Line Skis,Smiley Tee Lichen Green M,Line Skis,886745903758,24.95,0,SMI21233324M,Lichen_Green,M,A200101101,SMILEY TEE,Clothing ,"['smiley', 'tee', 'lichen', 'green']",65,
Accessories - Winter - Gloves & Mittens,Armada,Tremor Mitt Camo Large,Armada,842339161171,69.95,0,TRE19419075E,Camo,Large,R00410020,Tremor Mitt,Accessories ,"['tremor', 'mitt', 'camo', 'large']",16,Accessories - Winter - Gloves & Mittens
Clothing - Shirts,Gear For Sports,MTN SCENIC-Grape Soda-XL,Gear For Sports,197837562624,26.99,7,MTN20655470L,Grape Soda,XL,GDH100,AP003817100: MTN SCENIC,Clothing ,"['mtn', 'scenic-grape', 'soda-xl']",35,
Accessories - Winter - Socks,Burton,Burton - Performance Midweight Sock - Animal Mashup - W's M/L,Burton,193177313742,29.95,0,WOM44363964L,Animal Mashup,M\L,100601,Women's Performance Midweight Sock,Accessories ,"['burton', 'performance', 'midweight', 'sock', 'animal', 'mashup', 'w', ""'s"", 'm/l']",20,
Ski Hardgoods - Skis - Men,Salomon,N Stance 90 Dark Green Black White 168,Salomon,193128295462,800.0,0,NST315765828,Dark Green,168,L41137200168,N STANCE 90,Ski Hardgoods ,"['n', 'stance', '90', 'dark', 'green', 'black', 'white', '168']",90,
Clothing - Winter - Outerwear - Kids,Airblaster,Airblaster - YT Trencher Full Zip - Tan Daisy - M,Airblaster,847678209614,160.0,0,YOU24292234M,TAD,M,AB24KJ1_232,YOUTH TRENCHER FULL ZIP,Clothing ,"['airblaster', 'yt', 'trencher', 'full', 'zip', 'tan', 'daisy']",54,
Accessories - Winter - Bags,Dakine,Women's Heli Pro 20L Dark Olive  Caramel Os,Dakine,610934384949,100.0,0,WOM34447437S,Dark Olive / Caramel,OS,10003270,WOMEN'S HELI PRO 20L,Accessories ,"['women', ""'s"", 'heli', 'pro', '20l', 'dark', 'olive', 'caramel', 'os']",12,Accessories - Winter - Bags
Accessories - Winter - Gloves & Mittens,Burton,Burton - Deluxe Gore-tex Glove - Keef/Martini - M's M,Burton,193177013383,84.95,0,MEN34500224M,Keef/Martini,M,189941,Men's Deluxe GORE‑TEX Glove,Accessories ,"['burton', 'deluxe', 'gore-tex', 'glove', 'keef/martini', ""'s""]",16,Accessories - Winter - Gloves & Mittens
Logo Merchandise - Clothing - Socks,Locale Outdoor,Locale - CO Mountains Merino Socks - Grey - M,Locale Outdoor,811110197876,27.95,0,COM30880526M,Grey,M,S_111,CO MOUNTAINS MERINO SOCKS - SKI,Logo Merchandise ,"['locale', 'co', 'mountains', 'merino', 'socks', 'grey']",76,Accessories - Winter - Socks
Clothing - Winter - Outerwear - Womens,Burton,Burton - Vida Pant - True Black - W's L,Burton,190450998757,169.95,0,WOM24870547L,True Black,L,150061,Women's Vida Pant,Clothing ,"['burton', 'vida', 'pant', 'true', 'black', 'w', ""'s"", 'l']",59,Clothing - Winter - Outerwear - Mens
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Hornet Mitt T2 - Black - Toddler L,Dakine,194626403588,20.0,0,HOR223810L,Black,TDL,10002531,HORNET MITT,Accessories ,"['dakine', 'hornet', 'mitt', 't2', 'black', 'toddler', 'l']",16,
Ski Hardgoods - Boots - Women,Head,Head - Edge Lyt 80 W Ski Boots - Black/Copper - W's 23.5,Head,792460626530,449.0,0,EDG238477745,Black/Copper,235,609245,EDGE LYT 80 W  BLACK / COPPE,Ski Hardgoods ,"['head', 'edge', 'lyt', '80', 'w', 'ski', 'boots', 'black/copper', 'w', ""'s"", '23.5']",86,
Snowboard Hardgoods - Boots - Men,Burton,Burton - Ruler Wide Snowboard Boot - Black - M's 15,Burton,190450208801,259.95,0,MEN247428045,Black,15,131751,Men's Ruler Boot - Wide,Snowboard Hardgoods ,"['burton', 'ruler', 'wide', 'snowboard', 'boot', 'black', ""'s"", '15']",103,
"Accessories - Winter - Hats, Hoods, Collars",Airblaster,Airblaster - Ninja Rainbow Corduroy Cap - Max Green - OSFA,Airblaster,847678217985,35.0,0,NIN28549051S,MXG,OS,AB24CAP_03,NINJA RAINBOW CORDUROY CAP,Accessories ,"['airblaster', 'ninja', 'rainbow', 'corduroy', 'cap', 'max', 'green', 'osfa']",18,"Accessories - Winter - Hats, Hoods, Collars"
Accessories - Winter - Gloves & Mittens,Burton,Burton - Gore-tex Mittens - Animal Mashup - W's L,Burton,193177312318,74.95,0,BUR39536081L,Animal Mashup,L,103911,Burton Women's GORE-TEX Mittens,Accessories ,"['burton', 'gore-tex', 'mittens', 'animal', 'mashup', 'w', ""'s"", 'l']",16,Accessories - Winter - Gloves & Mittens
Clothing - Winter - Baselayer - Womens,Airblaster,Hoodless Ninja Suit - Mint Fish - W's L,Airblaster,847678151616,109.95,0,WMS29884339L,Mint Fish,L,ABWNJ3_004,WMS HOODLESS NINJA SUIT,Clothing ,"['hoodless', 'ninja', 'suit', 'mint', 'fish', 'w', ""'s"", 'l']",51,
Clothing - Shoes - Street and Casual,Salomon,Salomon - Sense Ride 4 Shoe - Copen Bue/Black/Even - M's 9.5,Salomon,193128526443,120.0,0,SEN198872305,Copen Blue,9.5,L41210400,SENSE RIDE 4,Clothing ,"['salomon', 'sense', 'ride', '4', 'shoe', 'copen', 'bue/black/even', ""'s"", '9.5']",41,
Clothing - Winter - Outerwear - Mens - Pants,Airblaster,Airblaster - Beast 2L Pant - Black - L,Airblaster,847678203322,230.0,0,BEA15278375L,BLK,L,AB24MP1_207B,BEAST 2L PANT,Clothing ,"['airblaster', 'beast', '2l', 'pant', 'black', 'l']",58,
Accessories - Winter - AT/Splitboard Accessories,Armada,Armada - Tracer/Trace 98 Skins - Green - 172cm,Armada,842339174645,199.95,0,ARM312897102,Green,172,RL0000058,ARMADA SKIN TRACER/TRACE 98,Accessories ,"['armada', 'tracer/trace', '98', 'skins', 'green', '172cm']",10,
Accessories - Summer - Hats & Ball Caps,Dakine,Dakine - Pindo Straw Hat - Twilight Floral - S/M,Dakine,194626396989,28.0,0,PIN29812586M,Twilight Floral,S/M,10002898,PINDO STRAW HAT,Accessories ,"['dakine', 'pindo', 'straw', 'hat', 'twilight', 'floral', 's/m']",4,
Accessories - Summer - Clothing - Gloves ,DAKINE,Dakine - Women's Covert Glove - Misty - M,DAKINE,194626486260,32.0,1,WOM23845836M,MISTY,M,10003476,WOMENS COVERT GLOVE,Accessories ,"['dakine', 'women', ""'s"", 'covert', 'glove', 'misty']",2,
Clothing - Winter - Baselayer - Mens,Airblaster,Airblaster - Classic Ninja Suit - Black - M,Airblaster,847678209812,140.0,0,CLA20540259M,BLK,M,AB24MNJ1_004,CLASSIC NINJA SUIT,Clothing ,"['airblaster', 'classic', 'ninja', 'suit', 'black']",50,
Accessories - Winter - Goggles,Smith Optics,"Smith - Vogue Goggles - White, Ignitor Mirror",Smith Optics,716736539225,50.0,0,VOG25554862S,White || Ignitor Mirror,OS,M00759,Vogue,Accessories ,"['smith', 'vogue', 'goggles', 'white', 'ignitor', 'mirror']",17,
Accessories - Winter - Helmets,Salomon,Salomon - Husk Pro Helmet - Black - S (53-56cm),Salomon,195751326186,219.95,2,HUS172790596,Black,S,L41527900,HUSK PRO,Accessories ,"['salomon', 'husk', 'pro', 'helmet', 'black', '53-56cm']",19,X-Country Hardgoods - Boots
Clothing - Winter - Outerwear,Obermeyer,Livia Jacket White 8,Obermeyer,888555798715,139.5,0,LIV17549938,White,8,51090,Livia Jacket,Clothing ,"['livia', 'jacket', 'white', '8']",53,
Accessories - Summer - Clothing - Gloves ,Dakine,Dakine - Cross-X Bike Glove - Black - S,Dakine,194626399478,40.0,0,CRO17795246S,Black,S,10003478,CROSS-X GLOVE,Accessories ,"['dakine', 'cross-x', 'bike', 'glove', 'black']",2,
Clothing - Winter - Outerwear - Mens,Quiksilver,Quicksilver - Porter Snow Pants - True Black - M's L,Quiksilver,194476023400,159.95,0,POR18223146L,True Black,L,EQYTP03145,PORTER PT,Clothing ,"['quicksilver', 'porter', 'snow', 'pants', 'true', 'black', ""'s"", 'l']",55,
